title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
De pelikaan;https://media.s-bol.com/qoZg1mYQrOl2/o09vBA/133x210.jpg;Michael Martin;Driessen;;2017;;199;Andrej is postbode in een niet erg bruisend havenstadje aan de Adriatische kust in voormalig socialistisch Joegoslavië, eind jaren '80. Josip is verantwoordelijk voor de kabeltrein naar het heldenmonument dat op een heuvel staat. Hij is ongelukkig getrouwd en houdt er in de grote stad een minnares op na. Andrej weet een amoureuze ontmoeting op beeld vast te leggen en begint Josip hiermee te chanteren.;Een getrouwde man met een minnares, een postbode die geld steelt uit de brieven die hij moet bezorgen, het zijn twee makkelijke doelwitten voor afpersing. Ze wonen beiden in een klein slaperig stadje in Kroatië, vlak voor het uitbreken van de gruwelijke Balkanoorlog, waar ze beiden bij betrokken raken als de Serven hun stad aanvallen. En dan volgt de ene dramatische ontwikkeling op de andere.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""oorlog"",""ouders-en-kinderen"",""psychische-gestoordheid"",""rebellie"",""ziekte-en-dood""";4;;;https://www.literairnederland.nl/recensie-martin-michael-driessen-de-pelikaan/;;
De heilige;https://media.s-bol.com/311KONDJ3VEM/130x210.jpg;Michael Martin;Driessen;;2019;;233;"Rover, dief, verkrachter, moordenaar, en heilige'¦'¦ Donatien was het allemaal. Hij vertelt je tot in de details zijn opmerkelijke levensverhaal!

";Donatien heeft een, zacht gezegd, interessant leven: zijn volwassen leven start in de tijd dat Napoleon Europa onveilig maakt. Donatien wordt omdat hij geen vak beheerst, rover, doet zo ongeveer alles wat God en de mensen verboden hebben, bereist grote delen van de wereld, maar bij terugkomst in Frankrijk wordt hij gearresteerd, ontsnapt aan de doodstraf en krijgt in plaats daarvan levenslang. Maar dan komt er een heel andere kant van zijn opmerkelijke persoonlijkheid om de hoek kijken!.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""humor"",""misdaad"",""rebellie""";3;;;;;
Rivieren;https://media.s-bol.com/8EqZrPmyz2jr/129x210.jpg;Michael Martin;Driessen;;2016;;139;Zoals rivieren door een landschap slingeren, zo meanderen rivieren door de levens van de hoofdpersonen van de drie beeldschone novellen die in dit boek verzameld zijn.;Het eerste verhaal gaat over een acteur die op een kanotocht in de Ardennen een catharsis zoekt voor zijn gefnuikte kunstenaarleven en zijn niet te stuiten alcoholisme. Het wordt een hellevaart zonder weerga. In de tweede novelle worden de levens van twee mannen bepaald door de Main en de Rijn. Beiden zijn vlotters, die al van jongs af aan boomstammen stroomafwaarts sturen. Hun leven lang blijven ze een mysterie voor elkaar. En in de derde vormt een Bretonse beek de grens tussen de landerijen van twee Franse families, hugenoot en katholiek, die al eeuwen in heftige rivaliteit leven. Het is een huiveringwekkend twistverhaal van grote treurigheid en schoonheid.;;3;;;https://www.volkskrant.nl/cultuur-media/een-rivier-als-beest-als-bindende-kracht-of-juist-als-erfscheiding~b0501817/;;
Willem die Madoc maakte;https://media.s-bol.com/YZEvBgP4z469/m64vk3/130x210.jpg;Nico;Drost;;2021;;584;"Een letterkundige stuit bij toeval op middeleeuwse manuscripten en beseft dat die vondst goed kan uitpakken voor zijn carrière; hij raakt daardoor zó geïnspireerd dat hij zelf een middeleeuwse roman schrijft.";Willem de Reuvere, gespecialiseerd in middeleeuwse literatuur, krijgt enkele oude handschriften in handen met nog onbekende teksten. Hij realiseert zich dat die ontdekking zijn carrière die een beetje in het slop zat, weer vlot kan trekken en gaat er fanatiek mee aan de slag. Hij raakt helemaal in de ban van wat hij aantreft en het inspireert hem tot het zelf schrijven van een middeleeuwse ridderroman over de raadselachtige figuur die in Van de vos Reynaerde genoemd wordt: Madoc.;"""andere-plaatsen-andere-tijden"", ""De-adolescent"", ""Eenzaamheid"", ""Kunst-en-kunstenaar"", ""Liefde"", ""Misdaad"", ""Oorlog"", ""Rebellie"", ""Ziekte-en-dood"", ""Vrouwenstrijd""";5;;;;;
Heldendroom;https://media.s-bol.com/grKrYR7gvK9/132x210.jpg;Inez;Dullemen;van;2007;;223;Vlak na het overlijden van haar broer Onno vindt Vera onder zijn bureau bij toeval een oude koffer met nazistische propagandabladen. Deze voorwerpen brengen haar onvermijdelijk terug naar hun kindertijd.;Vlak na het overlijden van haar broer Onno vindt Vera onder zijn bureau bij toeval een oude koffer met nazistische propagandabladen. Deze voorwerpen brengen haar onvermijdelijk terug naar hun kindertijd. Als kind was Onno astmatisch. Vanwege de afkeer voor zijn eigen zwakte ontwikkelt hij een intense haat tegen alles wat buiten de gewone gang van zaken valt. De ziekte maakt hem vatbaar voor het nazisme. Als het gezin tijdens de oorlog overweegt naar Engeland te vluchten, fantaseert hij over een kaderopleiding bij de Jeugdstorm, waar hij zich uiteindelijk bij aansluit. Onno s keuze voor de Duitse bezetter heeft een verwoestende werking op de toch al broze eenheid binnen het gezin.Toen Inez van Dullemens broer in 2003 overleed en zijn enige dochter op de hoogte raakte van diens nazistische verleden, vroeg zij Inez de geschiedenis van haar vader te beschrijven. Heldendroom is het onthutsende portret van een in wezen tragisch mens en de beklemmende en suggestieve weergave van de familiegeschiedenis van een geliefd auteur.;;3;;;;;
Latino King;https://media.s-bol.com/qYDYJG3gm8Rp/132x210.jpg;Bibi;Dumon Tak;;2010;;192;Een jonge Nederlandse drugssmokkelaar wordt in de Dominicaanse Republiek in een beruchte gevangenis opgesloten en probeert vanaf het eerste moment daaruit te ontvluchten.;Een jongen die in Nederland als drugsdealer goed verdient, laat zich verleiden om drugs te gaan smokkelen. Hij wordt in de Dominicaanse Republiek betrapt en opgesloten in de beruchtste gevangenis van het land. Zijn situatie lijkt tamelijk uitzichtloos, hij krijgt een lange gevangenisstraf, maar vanaf het begin heeft hij zich voorgenomen om te ontsnappen en hij stelt alles in het werk om dat te bereiken.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""misdaad"",""ouders-en-kinderen"",""rebellie"",""berust-op-werkelijkheid""";2;;;;;
De dochter;https://media.s-bol.com/jL967xxk65yz/lxRMPjj/130x210.jpg;Jessica;Durlacher;;2000;;278;"Een jonge joodse vrouw laat tot twee keer toe haar vriend in de steek, vanwege haar ""besmette"" verleden.";"In het eerste deel ontmoet de hoofdpersoon Max Lipschitz (23) in het Anne Frankhuis Sabine Edelstein (21). Beide zijn kinderen van overlevenden van de holocaust. De vader van Max heeft ternauwernood de oorlog overleefd. Sabine vertelt Max het verhaal van haar eigen joodse vader tijdens de oorlog. Als jongen zat hij samen met andere mensen ondergedoken bij een gezin in Friesland. Zowel haar vader als de zoon des huizes, werden verliefd op dezelfde onderduikster Lisa. Toen zij voor de vader van Sabine koos, verraadde de verstoten jongen alle onderduikers op dat adres. Max en Sabine krijgen een hechte relatie en beleven gelukkige dagen. Max ontmoet op een keer bij toeval Sabines vader. Sabine blijkt erg gespannen tijdens deze ontmoeting. Op een dag is Sabine plotseling verdwenen. Ze laat voor Max een kort briefje achter: ""Het kan nooit wat worden tussen ons, ook al houd ik van je"".
In het tweede deel van het boek is Max inmiddels 40 jaar en literair uitgever. Hij ontmoet Sabine na vijftien jaar onverwacht in Frankfurt. Ze is in gezelschap van ene Sam Zaidenweber, een al wat oudere, joodse Nederlander. Nadat Zaidenweber was teruggekeerd uit een concentratiekamp zocht hij zijn toevlucht in Amerika. Hij was daar een succesvol filmproducent. Sam is in Nederland omdat hij zijn memoires wil laten publiceren. Sabine heeft, na haar plotselinge vertrek bij Max, met Sam samengewerkt. Ze heeft hem voortdurend uitgehoord over zijn ervaringen in en na de oorlog, als onderduiker en als gevangene in de concentratiekampen. Door haar werd Sam gestimuleerd om zijn oorlogsherinneringen op te schrijven. Max volgt Sabine naar Los Angeles. Sabine wil blijven wonen in deze ""stad zonder verleden"" en niet mee terug naar Nederland. Max en Sabine krijgen na vijftien jaar opnieuw een relatie. Max blijft desondanks met veel vragen zitten, want waarom Sabine destijds is vertrokken, wil ze nog steeds niet zeggen. Inmiddels is Sam hun gemeenschappelijke vriend geworden. Sam geeft aan Max het manuscript van zijn levensverhaal dat Max in Nederland zal uitgeven. Dan verdwijnt Sabine voor de tweede keer op raadselachtige wijze uit Max"" leven zonder een spoor achter te laten. Max is ten einde raad. Als zijn zoektocht naar haar weer niets oplevert, vliegt hij terug naar Nederland. In het vliegtuig leest hij het manuscript van Sam. Langzaam dringt het tot hem door dat de redenen voor haar verdwijning schokkender zijn dan hij ooit had kunnen vermoeden.";"""liefde"",""oorlog"",""op-zoek-naar-je-wortels"",""familie""";3;;;;;
Emoticon;https://media.s-bol.com/z9ELx1q2pq3Z/K1O9KBG/132x210.jpg;Jessica;Durlacher;;2004;;436;Twee vriendinnen met een gemeenschappelijk probleemverleden, een Palestijns meisje dat een daad wil stellen, een Nederlandse jongen die als vrijwilliger naar IsraÃ«l gaat: vier levens die op fatale wijze met elkaar verknoopt raken;"Emoticon vertelt over twee Nederlandse vriendinnen, Ester en Lola, die na hun middelbare school naar Israël zijn gegaan om daar in een kibboets te werken. Beiden keren zwanger terug naar Nederland. Ester laat zich aborteren, maar Lola krijgt haar kind, een jongen, Daniël. Ester beschouwt zich zo""n beetje als de tweede moeder van Daniël en als deze, na zijn middelbare school ook als vrijwilliger naar Israël gaat, werpt zij zich op als zijn beschermster en gaat mee.
Een tweede verhaallijn heeft Aisja als hoofdpersoon: een Palestijns meisje dat dagelijks lijdt onder de onderdrukking van haar volk en het liefst gewapend daartegen ten strijde zou willen trekken. Haar broer houdt haar daar met geweld van af. Ze kiest er dan maar voor om te gaan schrijven, om op die manier een bijdrage te leveren aan de strijd van haar volk. Ze schrijft journalistieke reportages en interviewt belangrijke Palestijnen. Bij toeval ontmoet ze Ester en die brengt haar in contact met Daniël. En dat is de start van een dramatische ontwikkeling.";"""liefde"",""oorlog"",""rebellie"",""school"",""vrouwenstrijd"",""familie""";3;;;;;
De held;https://media.s-bol.com/Wm9ok20rlr4n/719W2gw/132x210.jpg;Jessica;Durlacher;;2010;;379;Een Joods gezin krijgt te maken met een reeks gewelddadigheden.;Een Joods gezin krijgt te maken met een reeks gewelddadigheden. De opa sterft onder vreemde omstandigheden, de moeder wordt bijna verkracht, en dan staan op een avond drie gewapende mannen aan het bed van de dochter!. Duidelijk wordt dat de oorzaak van het geweld in de Tweede Wereldoorlog ligt. De vraag is, hoe dat geweld te stoppen is.;"""liefde"",""oorlog"",""ouders-en-kinderen"",""andere-plaatsen-andere-tijden"",""school"",""misdaad""";3;;;;;
Van de koele meren des doods;https://media.s-bol.com/R8np8YBpLr6R/j21VBBP/157x210.jpg;Frederik;Eeden;van;1900;;264;Het klassiek geworden verhaal van een jonge vrouw die door seksuele frustraties in grote problemen komt.;"Hedwig groeit op als een gelukkig meisje, tot haar moeder plots sterft. Dan verandert er veel in haar opvoeding en ze raakt door toedoen van lompe opvoeders seksueel gefrustreerd. Dat leidt tot een mislukt huwelijk en daarna tot nog veel meer tragiek. De verteller geeft een heldere kijk op de manier waarop mensen vreselijk kunnen ontsporen.
";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""ouders-en-kinderen"",""psychische-gestoordheid"",""ziekte-en-dood""";4;;;;Besproken in Literair Lexicon / Literatuurboek;
De kleine Johannes;https://media.s-bol.com/DJwJ3jMwVyVx/qYMjBWr/141x210.jpg;Frederik;Eeden;van;1887;;160;De kleine Johannes' begint met 'Ik zal u iets van de kleine Johannes vertellen. Het heeft veel van een sprookje, mijn verhaal, maar het is toch alles werkelijk zo gebeurd.';"Johannes is een jongetje dat veel van de natuur houdt. Op een dag ontmoet hij in de tuin de elf Windekind. Windekind neemt Johannes mee naar het rijk van de dieren. Johannes is zo van deze wereld vervuld, dat hij er wel altijd zou willen blijven.

Maar dan laat Windekind Johannes ook de wereld van de mensen zien. Daardoor, en door de ontmoeting met de kabouter Wistik, het meisje Robinetta, Pluizer, dokter Cijfer, de Dood en uiteindelijk de Ongenoemde, wordt het sprookje gaandeweg steeds grimmiger. Johannes wordt voor de ultieme keuze gesteld: zal hij in de sprookjeswereld van Windekind blijven of kiest ervoor om in te treden in de wereld van de mensen, waar hem 'eindeloos verdriet, vermoeienis en zorg' wachten?
De kleine Johannes is een symbolische vertelling over de levensfasen van de mens en de zoektocht naar geluk.";;4;;;;;
Kieft;https://media.s-bol.com/VvgW1jJ5Ow2B/146x210.jpg;Michel van;Egmond;;2014;;370;Bijna twintig jaar lang droeg voetballer Wim Kieft een groot geheim met zich mee. Dat is nu voorbij. Aan Michel van Egmond, auteur van de mega-bestseller GIJP, vertelde hij zijn onwaarschijnlijke verhaal.;Bijna twintig jaar lang droeg voetballer Wim Kieft een groot geheim met zich mee. Dat is nu voorbij. Aan Michel van Egmond, auteur van de mega-bestseller GIJP, vertelde hij zijn onwaarschijnlijke verhaal. KIEFT is het verslag van een bittere strijd tegen zijn verslaving. Tegen de demonen in zijn hoofd. Maar het is ook een hoopvol relaas over de voorzichtige wederopstanding van een veerkrachtig mens. Het is een boek vol zelfspot en trots. Triest en soms grappig tegelijk. Het gaat over Ajax, PSV, Oranje en uiteraard over die gedenkwaardige kopbal tegen Ierland in 1988. Maar het gaat ook over schuld en schaamte, over eenzaamheid en angst, over de druk, over het eeuwige onvermogen om te genieten van succes. En over de dagelijkse strijd die hij voert om clean te blijven. 'Ik ben blij dat ik weer leef,' zegt hij op een van de laatste bladzijden van dit openhartige boek. 'Écht leef.' Want boven alles is KIEFT een boek over hoop.;"""sport"",""eenzaamheid"",""psychische gestoordheid""";1;;;;;
De verstotene;https://media.s-bol.com/091k4O52ln1L/WwGQlE/129x210.jpg;Naima;El Bezaz;;2006;;254;Een Marokkaans meisje wordt door haar familie verstoten en moet zich dan helemaal alleen zien te handhaven.;"Een Marokkaans meisje, Mina, laat zich in een schrijfopdracht voor school ietwat kritisch uit over het geloof en wordt op grond daarvan door haar familie verstoten. Ze lijdt daar erg onder, en voelt zich erg alleen, als ook relaties die ze met anderen aangaat, mislopen en ze op haar werk problemen krijgt.
";"""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""rebellie"",""school"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
Kaas;https://media.s-bol.com/3y4LN1v52V4Q/131x210.jpg;Willem;Elsschot;;1933;;148;"Een kantoorman wil indruk maken op zijn omgeving en wordt ""directeur-eigenaar"" van een kaashandel";Kaas ( uit 1933) vertelt over een wat sukkelachtige man die in een gezelschap komt van geslaagde zakenlieden en zich daar maar minderwaardig voelt. Als hij van een van de mannen van dat gezelschap de aanbieding krijgt om een bedrijf te beginnen, een import- en exportfirma in kaas, hapt hij toe. Maar om zaken te kunnen doen, moet je zakelijk zijn. Gelukkig blijven vrouw en kinderen achter hem staan!;"""eenzaamheid"",""liefde"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood""";3;;;;Besproken in Literair Lexicon;
Villa des roses;https://media.s-bol.com/Yy238ExGvq2p/131x210.jpg;Willem;Elsschot;;1913;;110;Elsschots debuutroman (1913) beschrijft de bewoners van een derderangs familiepension in Parijs.;Elsschots debuutroman (1913) beschrijft de bewoners van een derderangs familiepension in Parijs. In interviews benadrukte Elsschot maar al te graag het autobiografische karakter ervan ('Die onsympathieke jonge Duitser uit mijn eerste boek was ik zelf') en het feit dat hij het 'spontaan' en 'zonder erbij na te denken noch iets te compliceren' had geschreven. Maar wie Villa des Roses leest ziet meteen de literaire verfijning. Elsschot: 'Ik schrijf enkel en alleen om klassiek proza voort te brengen, dat mooi is en mooi zal blijven.';;4;;;;Besproken in Literair Lexicon;
Lijmen/Het been;https://media.s-bol.com/D0OngwpDDkQB/131x210.jpg;Willem;Elsschot;;1924;;265;Lijmen en Het Been behoren tot de canon van de Nederlandse literatuur – en bovendien tot de geestigste boeken die er ooit zijn geschreven.;"Lijmen en Het Been behoren tot de canon van de Nederlandse literatuur – en bovendien tot de geestigste boeken die er ooit zijn geschreven.
‘Nu ja, lijmen. De mensen bepraten en dan doen tekenen. En als zij getekend hebben, krijgen zij het ook werkelijk thuis.’ Zo probeert Boorman, de hoofdpersoon, zijn nieuwe assistent in te wijden in het vak dat hij bij uitstek beheerst: lijmen. Boorman heeft Laarmans van de straat opgepikt en maakt hem van de ene op de andere dag medeplichtig. Zijn Wereldtijdschrift wordt in hoge oplages speciaal geschreven en gedrukt voor maar één afnemer. Geen abonnees, geen losse verkoop, alleen incidentele cliënten. Maar als die een nummer hebben besteld zullen ze dat niet gauw nog eens doen. Daarom moeten er steeds nieuwe klanten worden ‘gelijmd’. Elsschot weet een overtuigende werkelijkheid neer te zetten die even absurd is als vermakelijk.";;4;;;;Besproken in Literair Lexicon / Literatuurboek;
